"Stkcd","Trddt","AdjClose","LogRet"
600006,2000-05-11,5.25,-0.0056980211146378
600151,2000-05-11,16.249992,-0.0451204569999373
600741,2000-05-11,61.868594,-0.0211817691316236
678,2000-05-12,18.392121,-0.0101295666431445
868,2000-05-12,8.554962,-0.00240086679116791
600006,2000-05-12,5.3,0.00947874395454362
600151,2000-05-12,16.359992,0.00674642570899353
600741,2000-05-12,59.787388,-0.0342179485126017
678,2000-05-15,18.704205,0.0168259985054542
868,2000-05-15,8.42129,-0.015748442317292
600006,2000-05-15,5.2,-0.0190481949706944
600151,2000-05-15,16.499992,0.00852105388100632
600741,2000-05-15,59.598187,-0.00316958155784963
678,2000-05-16,18.891455,0.00996133853598158
868,2000-05-16,8.534397,0.0133416803168096
600006,2000-05-16,5.23,0.00575265248945001
600151,2000-05-16,16.879992,0.0227691191761168
600741,2000-05-16,59.34592,-0.00424178018751142
678,2000-05-17,18.558566,-0.0177782419859578
868,2000-05-17,8.524114,-0.00120561533718089
600006,2000-05-17,5.23,0
600151,2000-05-17,16.929992,0.00295770837691922
600741,2000-05-17,58.652184,-0.011758561700189
678,2000-05-18,18.683399,0.00670391412079763
868,2000-05-18,8.67835,0.0179323302867989
600006,2000-05-18,5.36,0.0245526970058791
600151,2000-05-18,17.549991,0.0359667134802617
600741,2000-05-18,60.54419,0.0317486993801843
678,2000-05-19,19.099511,0.0220273570677207
868,2000-05-19,8.709198,0.00354829011722879
600006,2000-05-19,5.34,-0.00373832211060732
600151,2000-05-19,17.649991,0.0056818363729314
600741,2000-05-19,60.35499,-0.00312988317129825
678,2000-05-22,19.494817,0.0204859027375845
868,2000-05-22,8.894281,0.0210287773688895
600006,2000-05-22,5.45,0.0203899557030494
600151,2000-05-22,19.139991,0.0810446423411002
600741,2000-05-22,61.868594,0.0247690557492657
678,2000-05-23,19.265955,-0.0118090867564438
868,2000-05-23,8.812022,-0.00929156039014067
600006,2000-05-23,5.53,0.0145722068590906
600151,2000-05-23,19.149991,0.0005223298473922
600741,2000-05-23,61.174859,-0.0112763797530055
678,2000-05-24,19.598844,0.0171310362935255
868,2000-05-24,8.904563,0.0104469164507637
600006,2000-05-24,5.57,0.0072072384049493
600151,2000-05-24,18.569991,-0.0307553549408226
600741,2000-05-24,61.427126,0.00411522465991521
